Fecha,BCA,BCS,CEN,NES,NOR,NTE,OCC,ORI,PEN,Nacional
2020-07-09,50.18663204,8.90865774,152.1092129,189.0698444,94.94573878,98.87080812,183.0376598,144.9316425,38.75133702,960.6770906
2020-07-10,52.47157429,9.325052748,150.5751801,189.6168761,92.02359524,100.6812516,180.2040324,146.1958414,38.0847745,959.2820695
2020-07-11,54.88336607,9.206996918,149.2415758,188.6763821,95.52617322,100.5643124,181.5185547,142.9230756,37.65932119,959.8559702
2020-07-12,58.01193386,9.555714455,148.2307347,192.731186,100.6592051,101.5891407,180.5239282,140.6846012,37.77922271,969.9540931
2020-07-13,57.2065977,9.315471982,149.9768425,193.0833471,100.0773158,102.6571185,184.6859821,143.7110349,37.26982281,978.5836569
2020-07-14,54.46353498,9.526385707,152.7067598,188.6482392,99.54312318,102.6996092,187.7795176,144.751552,37.67429613,977.6774343
2020-07-15,52.04323345,9.450662069,153.9670756,189.1767156,98.70414923,102.1732729,189.9223079,143.9679727,38.93440151,978.0336472
2020-07-16,51.97528821,9.448511682,153.6345829,189.3219612,95.2936547,100.0877815,189.2719251,145.4236742,38.85360634,973.2258396
2020-07-17,52.76614313,9.173919788,151.7100343,186.5592436,96.16199275,101.9162882,187.7148117,145.677075,38.58383227,970.369606
2020-07-18,54.11252421,9.180837104,151.1396904,177.4170731,93.73360898,101.6244887,186.4291795,146.5496372,37.82913687,957.8636849
2020-07-19,55.1057279,9.274487329,149.7777627,170.5163345,94.7324633,101.129668,184.7172461,145.1832811,37.53416427,948.5429071
2020-07-20,53.05417181,9.232354582,152.2772611,176.6120961,95.3154707,99.61571326,186.9519974,145.0440049,36.54929689,955.1061283
2020-07-21,52.69266455,9.027426612,154.9090519,174.919449,89.93573227,96.83140159,189.718497,142.6704723,36.50363128,947.1496912
2020-07-22,52.85580565,9.033621968,154.3187848,178.5496189,90.31390946,95.39032643,191.3484596,141.4898246,36.523447,949.6344155
2020-07-23,51.26881577,8.79028211,152.7507568,180.3441071,88.25636882,91.91637628,189.6046861,142.2049753,36.47391334,941.5916482
2020-07-24,50.69022781,8.549297492,152.5503306,182.846218,88.06544644,86.3311347,190.2149614,143.28908,37.85740604,940.5351947
2020-07-25,51.57803056,8.592729528,150.6195217,179.6145385,91.56575642,82.61794293,189.6891285,146.2433502,37.29431688,937.7035894
